"","t2_BS_C.mzML","t0_BS_C.mzML","t1_BS_C.mzML","t5_BS_C.mzML","t3_BS_3.mzML","t2_BS_2.mzML","t3_BS_C.mzML","t2_BS_1.mzML","t3_BS_2.mzML","t1_BS_1.mzML","t2_BS_3.mzML","t1_BS_3.mzML","t1_BS_2.mzML","t3_BS_1.mzML","t4_BS_C.mzML","t6_BS_C.mzML","t4_BS_2.mzML","t0_BS_3.mzML","t0_BS_2.mzML","t7_BS_C.mzML","t8_BS_C.mzML","t7_BS_2.mzML","t9_BS_C.mzML","t8_BS_1.mzML","t7_BS_3.mzML","t7_BS_1.mzML","t8_BS_2.mzML","t6_BS_1.mzML","t4_BS_3.mzML","t4_BS_1.mzML","t5_BS_3.mzML","t6_BS_2.mzML","t5_BS_1.mzML","t6_BS_3.mzML","t0_BS_1.mzML","t9_BS_1.mzML","t5_BS_2.mzML","t8_BS_3.mzML","t9_BS_3.mzML","t9_BS_2.mzML"
"4729_165.164_5.455",3766,3766,3766,3766,3766,3766,4026.2505,3766,3766,3766,3766,3766,3766,3766,4305.1616,3766,3766,3766,3766,3766,4302.2495,7171.2217,3766,5240.878,7297.1597,5863.601,6505.161,4584.2056,3766,3766,5307.1724,6818.9365,5042.087,5710.424,3766,3826.7073,6107.162,6968.0684,7740.356,8284.078
"4732_273.298_5.46",3766,3766,3766,118543.875,161022.14,183974.44,129331.15,177248.31,84027.82,178257.72,154719.38,209105.3,182002.08,160237.1,116292.24,87523.13,122287.875,3766,3766,18418.643,22082.652,9539.618,19114.102,12945.221,13596.133,21371.906,15167.221,87271.49,186678.62,162944.61,99836.31,128117.85,133744.64,61976.67,3766,21462.996,148480.7,21697.031,20885.293,36877.508
"4733_466.293_5.463",3766,3766,3766,328536.53,17166.66,3766,11113.103,3766,21727.404,4915.8145,3766,3766,3766,37983.15,29992.594,97161.1,79833.3,3766,3766,57040.1,55922.395,35984.344,51770.195,79132.18,21193.828,31798.373,20814.43,51149.41,48111.57,213964.3,48911.727,36851.855,122966.08,29377.414,3766,93878.34,66878.66,17253.154,13583.8955,61962.418
"4737_225.148_5.458",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,6751.533,9223.757,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,13252.265,3766,3766,3766,3766,3766
"4740_599.369_5.461",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,89837.17,65269.67,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,74221.63,3766,3766,3766,3766,3766
"4743_272.295_5.463",6654.7065,3766,5847.3916,768853.9,1056741.1,990665.56,693306.4,933711.9,679077,957835.9,845822.9,791952.6,1004143.25,857102.1,642648.44,563558.8,694051.7,3766,3766,93748.52,149333.25,96017.37,135965.66,91100.05,91354.68,98512.43,104152.05,568016.5,795772.5,710564.94,775454,835176.06,579068.5,527090.2,3955.0325,107674.25,939283,149134.86,137656.48,318484
"4746_320.257_5.461",3766,3766,3766,4292.606,6671.8643,6795.4897,6241.199,6125.4927,7779.2305,7401.1836,6334.401,7274.734,8157.957,6967.1895,5543.759,3865.2986,6656.13,4566.5938,5055.4453,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,6422.48,5348.6113,5461.1064,4826.461,3924.033,4124.0444,3766,4961.048,3766,3766,3766
"4748_300.326_5.466",3766,3766,3766,96925.13,183424,219996.53,186839.7,193171.8,185597.2,212412.4,212502.08,180612.5,131245.31,209190.3,161873.31,135667.28,167428.16,3766,3766,45143.88,29108.37,37759.555,18629.064,31444.715,13963.965,35157.105,20847.293,119090.13,195986.08,174201.58,163364.33,149025.81,145093.9,137705.31,3766,16373.243,162119.55,30408.615,24155.275,46223.844
"4753_332.316_5.516",3766,3766,3766,17816.133,26761.787,57877.824,56452.89,48461.414,49941.375,63754.266,18839.86,60531.96,64255.613,15525.09,26133.436,8306.968,31350.32,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,9827.773,32833.84,11481.182,9705.603,15022.777,20299.361,6109.6924,3766,3766,24443.613,3766,3766,3766
"4754_385.2_5.471",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,104909.055,88816.03,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,116191.03,3766,3766,3766,3766,3766
"4755_407.182_5.471",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,58493.8,46909.51,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,56953.47,3766,3766,3766,3766,3766
"4756_458.29_5.47",3766,3766,3766,9502.188,6737.4287,10097.324,6570.4155,19075.746,7115.8447,8882.237,5596.3057,7199.3555,6368.4478,8314.509,7371.2637,9567.303,4877.831,580165.5,487826,8248.012,8097.987,5521.701,8265.164,7996.3765,8772.232,6317.92,5875.721,8400.528,7119.033,8711.547,6112.2373,5626.4243,8504.485,7458.5493,631284.44,6445.9014,7004.8647,6573.8984,7330.622,11082.4
"4763_421.342_5.474",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,32480.383,39319.28,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,53808.387,3766,3766,3766,3766,3766
"4765_753.429_5.475",3766,3766,3766,3766,4829.3755,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,10473.904,3766,3766,3766,25329.203,10317.3955,8286.718,6953.032,3766,4621.518,5384.923,5226.641,4783.173,3766,3766,7951.8584,6995.891,5320.385,13477.238,3766,3766,4978.945,8723.808,3766,3766
"4766_415.211_5.433",11284.238,35737.324,3766,89987.79,57004.004,14426.099,39161.9,71437.42,27852.285,38304.22,43445.12,71473.5,33706.45,31920.396,28204.295,109045.36,38000.71,337719.62,441088.1,131947.03,47362.24,89515.05,62576.617,49954.094,75960.05,14100.139,26509.223,38813.76,63527.9,78246.07,26670.182,46997.582,48900.586,61545.586,667862.8,37989.21,31399.66,37835.97,57484.875,124194.4
"4767_421.306_5.48",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,16854.896,20220.254,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,21137.557,3766,3766,3766,3766,3766
"4768_430.222_5.466",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,39158.7,36370.566,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,46282.97,3766,3766,3766,3766,3766
"4771_486.285_5.48",3766,3766,3766,21170.135,10098.867,9443.006,10239.36,10607.9375,7986.8315,8487.342,9088.444,15828.034,12188.396,7283.2173,10715.356,18017.8,7403.092,334734.25,321348.6,8049.2046,14131.333,7826.9224,12070.488,12116.522,9347.187,7488.9644,8920.159,16538.121,9961.584,7009.3584,10938.41,14936.524,17019.41,13223.98,367325.1,8766.552,15905.529,8414.003,7618.4453,11181.756
"4773_359.233_5.482",3766,3766,3766,88475.11,101701.77,111327.23,108458.46,108786.875,128437.664,111340.83,103075.67,114733.88,115537.01,105932.5,104908.87,94966.875,94247.36,92769.81,85231.39,31987.021,24834.441,34772.24,18731.049,25127.21,36970.57,35252.074,27087.297,101330.41,95391.61,101353.16,95038.31,100101.586,93453.3,107297.836,78026.984,16396.688,100781.836,26877.309,20243.857,26974.135
"4779_406.259_5.488",3766,3766,3766,11018.57,4148.823,4201.2036,8311.891,4108.178,8082.173,3766,4606.2646,3766,4007.3254,4403.0073,8363.3545,14286.703,3847.0798,5519.597,3766,6551.297,3766,6639.6914,3766,3766,6194.3633,5697.558,3766,10685.823,5757.411,5582.5234,10012.252,8913.795,4986.3364,13969.643,6046.349,3766,4805.1143,3766,3766,3766
"4782_428.279_5.489",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,36749.664,40884.504,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,45609.79,3766,3766,3766,3766,3766
"4783_493.288_5.489",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,21655.941,63655.17,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,37844.92,3766,3766,3766,3766,3766
"4784_435.178_5.478",3766,3766,3766,13944.045,5019.712,8468.197,8637.146,3883.0667,4372.352,4478.4224,7894.7207,7999.9575,3766,3766,7285.411,13795.865,4209.6123,67209.37,151092.7,9223.508,11557.697,3766,9710.218,9358.86,7034.385,5391.509,6962.0776,10570.793,6206.863,4595.4194,11022.317,11652.732,12575.881,10239.24,132561.08,4107.581,12847.2705,5869.1924,7424.6123,4852.468
"4787_374.326_5.448",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,8625.709,3766,5354.344,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,5950.358,3766,3766,3766,3766,3766
"4790_471.306_5.492",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,80521.15,104423.92,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,66471.73,3766,3766,3766,3766,3766
"4791_544.395_5.492",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,16099.311,24567.682,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,26903.557,3766,3766,3766,3766,3766
"4795_338.303_5.497",5754.8545,3766,4894.737,607481.44,774188.3,1100725,750876.06,977452.44,701476.8,993634.7,1407046.4,966349.2,1430303.4,941442.5,779496.1,286946.72,801471.8,3766,3766,274717,293223.3,119783.53,288863.56,200468.98,210205.03,150347.55,171979.42,484633.6,1281231.1,792469.9,642382.7,654247.5,674513.25,270001.72,3766,172188.1,1073798,243665.53,312034.2,360376.88
"4798_466.293_5.49",3766,3766,3766,257311.88,23652.145,3766,10546.125,3840.8042,9747.139,4915.8145,3766,3766,3766,54626.816,20184.527,142013.4,130041.32,3766,3766,105136.95,178468.94,57951.855,230545.4,114246.49,30244.332,50071.996,58739.766,73314.12,73392.1,141500.31,40917.9,49309.42,104729.59,36709.24,3766,126188.016,62924.996,42272.51,47825.133,82726.195
"4800_316.321_5.454",87858.164,3766,80201.02,9994099,12434622,9509614,12423707,15962892,11780007,17539526,16040155,14892364,10597508,14636700,12196766,8522097,12789691,9467.409,10933.72,2730117.5,2750656,2147249,2591115.8,1914641.9,1982597.6,2347303,2305777.2,8036751,14442159,13109975,10164817,10057818,10490820,8027661,12977.006,2287503,11535124,3190420,3139285.5,3643956.2
"4809_364.248_5.505",3766,3766,3766,13673.462,19571.584,30391.969,25148.506,31311.262,28473.96,29710.69,23957.668,31993.822,33314.793,24408.064,19785.664,9698.229,22238.639,26975.035,25574.396,3766,3766,3766,3766,3766,3766,3766,3766,13357.76,15420.944,22945.436,10106.373,12111.457,17494.002,9922.878,25650.338,3766,18660.033,3766,3766,3766
"4815_339.146_5.506",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,37409.336,47343.402,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,38332.684,3766,3766,3766,3766,3766
"4816_362.163_5.506",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,45393.4,54606.664,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,41160.125,3766,3766,3766,3766,3766
"4818_421.186_5.527",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,82358.68,92018.87,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,61998.99,3766,3766,3766,3766,3766
"4820_235.206_5.459",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4113.4766,3766,4919.7886,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,7776.153,3766,3766,14335.602,28322.924
"4821_253.216_5.464",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4015.3428,3766,5923.01,4701.436,3766,3766,5183.329,3766,3766,3766,3766,3766,3766,3766,3766,11342.772,3766,4542.004,12723.714,38106.44
"4822_393.204_5.511",3766,3766,3766,8144.987,6563.275,6388.7573,6281.119,5024.781,5609.016,5768.1343,3766,6728.4463,6832.2793,5429.5786,6057.6816,8485.852,4315.244,16534.076,19458.932,6725.8174,6323.265,4457.4062,5061.031,4595.7607,3766,4580.0977,4914.659,7293.212,5223.2563,6664.2476,6610.9478,6534.716,6590.7935,6330.146,17120.902,5003.9585,7510.518,5177.054,4619.851,8095.0645
"4825_399.216_5.511",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,29223.836,23931.133,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,33861.805,3766,3766,3766,3766,3766
"4827_433.202_5.511",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,32836.406,39287.344,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,37678.754,3766,3766,3766,3766,3766
"4828_472.305_5.51",3766,3766,3766,3766,3766,3766,3766,4845.6484,3766,3766,3766,3766,3766,3766,3766,3766,3766,241061.7,224097.22,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,276154.72,3766,3766,3766,3766,3766
"4833_454.293_5.543",3766,3766,3766,15694.619,9740.605,6066.579,8242.68,7264.2827,15127.835,15825.476,4682.9546,8190.4507,14019.294,23399.016,8397.0205,14107.044,19961.154,3766,3766,19290.12,14777.273,7491.091,11736.407,8143.0654,15935.591,12838.389,8883.349,17255.555,11750.498,46422.29,11703.551,16520.125,24709.988,8624.522,3766,6876.0693,14986.981,7713.6064,6620.447,5136.118
"4835_356.316_5.514",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,35773.69,45600.48,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,38940.42,3766,3766,3766,3766,3766
"4836_382.329_5.517",3766,3766,3766,25815.988,35865.95,59038.523,30977.826,46730.047,29714.504,44591.863,49465.09,41534.74,49882.25,50278.523,35973.324,16047.753,37400.016,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,14757.206,43522.895,36420.574,26664.242,26446.766,23980.23,13968.999,3766,3766,28559.055,3766,3798.3022,4755.2456
"4839_488.271_5.51",3766,3766,3766,12315.131,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,6047.722,5627.336,3766,3766,3766,20001.596,3766,3766,3766,3766,3766,3766,8140.7275,3766,3766,3766,3766,6165.7627,3766,3766,3766,3766,3766
"4840_360.347_5.517",3766,3766,3766,40621.688,58353.598,86736.14,49104.93,77921.36,45568.023,89898.805,73871.49,74248.16,93825.24,69121.82,53627.746,29140.082,57789.336,3766,3766,3766,6326.5034,3766,6161.136,3766,3766,3766,3766,28444.148,62747.133,55064.29,40580.54,41107.676,41496.695,29662.754,3766,3766,48501.176,6769.627,5636.216,8845.315
"4845_475.278_5.52",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,12130.087,15933.48,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,13161.418,3766,3766,3766,3766,3766
"4848_582.327_5.523",3766,3766,3766,6734.9385,3766,14294.106,6416.349,3766,16353.822,3766,3766,3766,18539.371,3766,6178.1807,6374.9043,13529.957,3766,3766,3766,3766,6149.2886,3766,3766,3766,3766,6030.3696,3766,3766,3766,3766,13198.232,3766,3766,14050.775,3766,11489.132,3766,3766,7200.658
"4849_587.283_5.523",3766,3766,3766,9099.416,3766,17614.305,10291.984,3766,25857.09,3766,3766,3766,18080.332,3766,10496.775,10282.266,22039.076,3766,3766,5508.0146,3803.9065,11960.1045,3766,3766,3766,3766,11429.441,3766,3766,3766,3766,23270.354,3766,3766,8080.895,3766,20450.629,3766,3766,12708.753
"4850_332.316_5.523",3766,3766,3766,28046,43117.656,93479.945,86206.65,72833.984,81407.664,95840.37,63626.89,90445.125,104769.984,52016.09,42678.453,8306.968,52085.805,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,9827.773,51595.97,33079.46,18640.988,17371.838,31517.254,6109.6924,3766,3766,35226.727,3766,3766,3766
"4852_400.306_5.522",3766,3766,3766,9457.87,7752.214,4914.307,7002.5156,5297.6465,10383.618,5437.732,4918.073,5041.4224,6184.419,3766,8154.582,7124.55,5550.3833,6776.199,4496.562,3766,3766,3766,3766,3766,3766,3766,3766,4842.044,5080.039,4309.608,5324.499,6360.66,4808.615,6069.8374,6657.546,3766,5733.286,3766,3766,3766
"4854_357.147_5.528",3766,3766,3766,11147.415,5032.265,3766,8585.47,8623.705,7545.1353,4592.0215,5337.4243,3766,3766,6402.511,8501.477,45301.348,7687.1606,3766,3766,10001.305,25469.588,8608.981,11122.409,19904.574,6605.8906,8845.7295,10912.395,16024.068,6192.249,6806.5054,6435.3237,12446.599,13415.699,8961.491,3766,10396.769,5912.533,10858.166,14344.891,12865.161
"4856_460.269_5.51",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,40500.523,21075.611,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,40057.13,3766,3766,3766,3766,3766
"4858_272.295_5.477",6654.7065,3766,5847.3916,572321.56,794610.8,644429.06,766039.06,685022.2,766755.7,619714.75,1067123.4,577221.2,641607.44,598862.2,704762.56,413921.22,798998.94,3766,3766,101106.5,106787.82,114101.414,106328.62,73574.98,80083.625,142996.58,83172.47,424037.12,926247.2,766970.4,538253.6,636421.8,582193.06,376800.47,3955.0325,85960.93,672904.44,123427.48,117031.52,151766.6
"4863_286.31_5.56",3766,3766,29007.889,35152.95,28456.068,47623.812,30253.521,48698.223,36471.977,25671.682,43038.875,43063.438,28110.338,26811.2,47178.777,37159.395,35913.43,3766,3766,8548.51,7758.764,21766.475,18785.262,9792.633,24643.975,6470.318,13342.848,33527.332,35675.43,96206.266,42779.332,27487.398,26093.906,49348.51,3766,8536.766,47158.906,29166.37,26996.016,13688.445
"4864_385.342_5.53",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,9502.625,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,30906.045,3766,4499.032,35438.758,53181.71
"4871_286.238_5.536",3766,3766,3766,99568.42,140542.78,196766.42,157556.22,197950.8,215683.31,202849.89,167505.66,203667.9,202762.62,177224.94,125475.25,90501.016,151796.89,183874.53,198518.88,22807.412,14454.148,28429.621,8544.757,18140.797,27864.205,29098.488,18162.58,116536.67,114634.02,157324.45,91156.37,117947.45,134266.64,103604.016,177699.28,11482.768,131469.45,17734.91,9781.103,14902.087
"4872_453.167_5.535",7289.9673,23563.709,6338.1426,14089.014,10906.869,9605.816,10525.583,13723.797,10356.148,13739.938,9648.241,11181.691,11772.2705,10034.527,10375.355,12233.528,7984.6646,181973.97,114047.54,17830.584,12511.757,13753.405,10158.777,10561.342,12740.904,17919.682,10194.663,10701.125,10866.726,12670.607,9855.627,9425.108,13247.824,11006.443,151276.03,10945.827,9996.962,11223.928,10414.035,14989.37
"4873_368.316_5.541",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,20158.363,26961.27,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,26177.293,3766,3766,3766,3766,3766
"4879_415.211_5.539",3766,10282.905,3766,36635.855,29906.564,31475.01,28450.186,42035.33,27026.766,35010.332,26922.172,28737.574,33366.617,31551.176,27431.102,33254.72,24103.074,767916.1,614567,32735.297,26994.85,24759.4,25448.734,23465.488,22944.344,28263.113,19286.547,29372.2,27861.629,37493.25,25249.35,26810.412,32974.414,26687.95,840076,22770.375,30803.926,23827.965,22130.37,33476.41
"4880_488.301_5.535",16906.61,221275.05,10390.091,41039.027,45891.098,58373.98,46500.125,87223.625,52433.883,99958.59,49105.426,69296.125,89441.86,57017.594,39595.816,28631.553,27129.424,1785310.8,1227483.2,68425.5,55754.953,22216.86,50345.188,15420.5625,21347.33,20649.145,14419.731,26493.514,38866.496,35277.156,32939.44,28914.98,31566.41,30407.914,1912003.6,15810.695,32902.074,18090.193,15804.326,27788.27
"4882_429.19_5.544",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,48084.574,60461.797,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,55336.89,3766,3766,3766,3766,3766
"4883_851.397_5.486",3766,3766,3766,3766,3766,3766,3766,3766,3766,4136.5117,3766,3766,3895.646,3766,3766,4598.473,3766,58145.5,75775.484,5312.3403,6322.6533,3766,4569.6694,4183.208,3766,3793.237,3766,3766,3766,3766,3766,3766,3766,3766,102083.03,4203.482,3766,3766,5334.4717,8805.48
"4884_437.193_5.545",9416.129,33728.66,7470.4365,135388.17,108562.7,109919.695,108796.016,131712.45,106042.21,124412.58,96951.87,107617.67,115181.68,115832.836,106908.375,130337.32,90085.91,848663.6,730028,129025.74,108894.734,90854.8,100144.39,94013.016,92645.945,99814.92,87000.625,115748.65,107070.45,125887.164,104705.07,106911.26,126278.96,107408.88,1131818.5,90248.58,113361.49,96451.09,95675.586,130271.125
"4885_281.138_5.545",6008.6064,6267.519,4888.64,115855.15,91244.91,89545.555,89559.97,106920.45,87191.36,110837.33,78825.086,94565.46,99674.766,98327.2,87403.51,108037.59,74655.41,476994.38,586539.8,91984.1,88584.71,64106.52,77301.76,69911.79,67661.34,70327.43,61640.42,84901.58,90126.375,102057.62,79058.7,88156.914,101664.7,79785.81,646274.44,67488.74,85161.69,70661.62,75702,103320.98
"4887_454.293_5.546",3766,3766,3766,50138.98,9242.274,6066.579,8242.68,7264.2827,13667.016,15028.643,4682.9546,8190.4507,15843.072,22794.037,6974.842,31557.492,19419.512,3766,3766,22874.62,20470.373,7491.091,11736.407,8143.0654,29570.373,18916.96,8883.349,15800.956,10335.594,11903.106,11026.525,22988.078,31396.727,8624.522,3766,6876.0693,13855.717,7713.6064,6620.447,5136.118
"4889_465.188_5.546",3766,3766,3766,8436.889,4647.862,5665.4956,5298.5464,7272.691,5454.614,5236.0986,3766,3766,3998.7686,7363.6445,5907.3335,7072.821,4447.818,75478.305,57205.734,9580.005,9167.234,6069.664,7607.523,8002.079,10016.885,5814.3774,5017.68,6639.678,6513.613,9644.022,4119.565,5579.217,6604.206,5836.114,70429.5,6264.145,5948.9746,6926.6714,7279.533,9368.992
"4890_516.296_5.546",3766,3766,3766,38867.92,27881.066,28532.734,30112.096,47372.66,27096.998,42141.8,23289.188,28394.3,29757.35,39710.242,28141.637,34068.75,20871.48,557812.4,448811,34639.38,31707.434,24238.018,30598.28,29391.926,39128.246,24668.602,19379.988,30327.938,27341.402,42038.82,21649.098,24556.094,34312.293,26347.81,647222.9,28671.764,26588.518,26621.68,28788.621,40508.4
"4892_282.142_5.54",3766,3766,3766,17042.488,10776.615,13765.42,12902.123,15337.3125,12693.399,17149.041,11691.647,14069.775,15021.812,15467.588,12719.967,16544.04,12142.999,73582.27,97338.24,13037.102,13678.952,10196.079,12394.635,11125.534,9885.81,10371.263,10066.194,8388.317,13998.169,14483.472,11958.256,13499.468,15516.77,13381.48,102391.03,10634.113,13313.224,10409.287,11427.396,17290.941
"4893_460.234_5.546",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,56316.71,50583.766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,68502.48,3766,3766,3766,3766,3766
"4898_443.207_5.546",3766,3766,3766,5753.089,3880.154,3766,3766,7000.0063,3766,4735.6367,3766,3766,3839.832,5442.1704,3988.7056,4395.9395,3766,93640.8,88396.2,5443.02,4992.669,3992.4355,3932.7773,4847.322,5848.632,3768.4565,3766,3982.9756,3960.4998,6095.822,3766,4034.4456,5160.4897,3914.413,135011.53,4210.9272,3802.0063,3874.3975,5025.585,6759.9233
"4900_397.201_5.488",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,40997.41,57176.72,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,55486.92,3766,3766,3766,3766,3766
"4901_166.086_5.552",3766,3766,3766,7258.1704,12621.168,20240.549,13728.667,18041.947,19095.309,23558.562,17305.475,23578.56,24249.852,17722.303,9011.998,5152.7407,13969.632,18227.426,25220.676,3766,3766,3766,3766,3766,3766,3766,3766,9685.294,9119.384,15500.129,6402.2607,9368.16,11232.902,6640.8,17169.605,3766,11284.051,3766,3766,3766
"4902_299.305_5.556",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,37646.168,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,139107.62,3766,3766,3766,3766,3766
"4903_265.143_5.55",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,23717.205,17085.902,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,27708.348,3766,3766,3766,3766,3766
"4908_320.222_5.555",3766,3766,3766,141988.38,253440.86,399441.1,282330.72,402308.5,432400.8,444611.94,332414.56,458707.56,445578.94,360948.06,202494.95,115645.32,282617.1,416408.34,454346.88,26304.041,18817.605,25199.457,10583.793,17417.518,30657.861,29711.814,18055.12,198724.33,189715.97,305235.16,146459.64,194946.3,239750.8,143011.72,409429.16,8575.407,247712.34,18587.338,12514.623,13451.136
"4912_355.153_5.558",3766,3766,3766,11634.441,4969.517,6705.424,5738.6963,6386.4946,8810.373,6563.3965,6813.1104,7753.2603,7728.5093,7237.3833,4750.3877,42722.457,4261.2876,3766,3766,10439.415,5936.739,11750.205,11301.813,14209.0625,5527.1694,8097.1147,5021.4,10545.717,5654.6724,6912.394,6518.2383,12939.27,7331.6177,7456.119,3766,8015.7695,8848.713,9230.175,7582.8584,11414.223
"4915_262.216_5.562",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,23912.785,24244.871,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,22890.328,3766,3766,3766,3766,3766
"4916_480.308_5.565",3766,3766,3914.676,183061.55,32032.816,9262.539,23252.174,10061.832,47455.723,23129.518,7535.343,6932.558,8880.018,72986.29,18847.164,141352.34,65599.72,3766,3766,84466.74,9899.742,27143.723,5596.093,6643.8413,23105.322,41800.203,5126.4863,41080.33,41201.69,147928.78,39402.777,46852.508,88892.09,34110.46,3766,4131.5576,55478.812,5589.6323,3766,4164.471
"4918_397.164_5.565",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,12529.999,15364.187,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,11494.402,3766,3766,3766,3766,3766
