"","t2_BS_C.mzML","t0_BS_C.mzML","t1_BS_C.mzML","t5_BS_C.mzML","t3_BS_3.mzML","t2_BS_2.mzML","t3_BS_C.mzML","t2_BS_1.mzML","t3_BS_2.mzML","t1_BS_1.mzML","t2_BS_3.mzML","t1_BS_3.mzML","t1_BS_2.mzML","t3_BS_1.mzML","t4_BS_C.mzML","t6_BS_C.mzML","t4_BS_2.mzML","t0_BS_3.mzML","t0_BS_2.mzML","t7_BS_C.mzML","t8_BS_C.mzML","t7_BS_2.mzML","t9_BS_C.mzML","t8_BS_1.mzML","t7_BS_3.mzML","t7_BS_1.mzML","t8_BS_2.mzML","t6_BS_1.mzML","t4_BS_3.mzML","t4_BS_1.mzML","t5_BS_3.mzML","t6_BS_2.mzML","t5_BS_1.mzML","t6_BS_3.mzML","t0_BS_1.mzML","t9_BS_1.mzML","t5_BS_2.mzML","t8_BS_3.mzML","t9_BS_3.mzML","t9_BS_2.mzML"
"2171_185.115_2.894",59457.23,34070.664,46753.758,34446.973,60829.062,20479.951,15645.721,19972.71,53268.6,18110.541,47764.363,32548.682,3766,7890.871,34699.074,71087.484,63774.79,11148.558,23464.678,87368.41,84736.23,84667.94,41857.086,35297.06,71711.62,85131.75,81812.055,38714.41,31448.2,24635.898,24941.107,27367.967,19568.266,70204.586,13349.082,21076.164,17892.191,36534.957,83766.87,76652.27
"2172_243.095_2.981",3766,3766,3766,23612.697,22518.162,26691.607,24967.258,27396.838,31316.834,28807.295,26751.758,25904.307,29182.99,25821.713,23127.05,24801.28,24512.709,26241.244,29450.31,22774.68,20312.23,23090.178,17807.402,21330.457,24435.22,22433.318,22085.787,25131.848,23338.473,25624.035,22949.338,25906.223,22917.578,29707.715,21243.95,18267.664,25561.475,20311.227,19879.672,30794.969
"2173_256.108_2.981",3766,3766,3766,9881.536,7872.4404,7010.0444,9152.793,8518.435,9409.396,8920.406,8914.893,6599.8413,8981.362,8996.912,8617.077,10070.841,8405.911,7324.3726,6704.8813,9787.767,10007.43,8827.076,10138.983,8667.449,10595.841,7482.1533,9247.804,8895.819,9428.768,8754.073,8503.142,6961.676,7797.705,11096.96,7270.882,8102.7607,7627.4883,10204.839,9499.403,14754.091
"2174_355.155_2.984",3766,3766,3766,15677.9795,22257.988,25839.059,20752.695,27138.62,27156.805,30173.752,27226.502,29058.906,30290.191,23824.447,17502.145,13610.699,22244.7,37698.207,38617.715,7743.6514,5056.782,10245.766,7551.4067,5482.8066,3766,7214.6426,4571.954,18079.338,19139.986,20444.082,14903.05,17147.21,18077.947,17591.533,30958.473,8502.462,18469.416,5459.39,9577.51,12865.621
"2175_227.154_2.976",3766,3766,3766,7907.7236,5682.955,5091.422,6410.786,6485.034,9895.949,5102.409,4540.2183,3858.3198,3800.5159,3766,4640.282,7716.363,7069.8735,3766,3766,7993.969,13147.153,8567.914,9485.912,12061.332,11609.164,5613.6143,12551.324,3766,5729.7466,4178.176,7046.5986,6746.796,4175.9785,6790.5996,3766,10839.089,7250.0767,7619.828,11522.432,26136.557
"2178_636.339_2.988",3766,3766,3766,10222.2,23755.629,32925.953,30742.936,33637.062,34709.78,27770.941,36607.207,33804.41,28735.752,29522.053,21606.795,8341.986,27690.037,60770.457,62944.19,3766,3766,3766,3766,3766,3766,3766,3766,6901.525,23253.37,20807.98,13556.5,10081.665,21780.844,10480.278,64293.695,3766,18315.049,3766,3766,3766
"2179_318.673_2.986",3766,3766,3766,3766,9093.916,12595.917,10943.07,11762.511,14035.3545,9045.199,12911.262,11898.3,10237.647,10589.163,8806.3955,3766,11483.578,20986.146,21368.719,3766,3766,3766,3766,3766,3766,3766,3766,3766,8736.22,8626.013,4959.1987,3766,8094.8433,3766,23684.123,3766,7416.518,3766,3766,3766
"2181_239.126_2.989",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,14389.113,13509.184,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,12224.325,3766,3766,3766,3766,3766
"2182_290.232_2.989",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,17302.758,21743.182,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,18386.623,3766,3766,3766,3766,3766
"2183_396.295_2.989",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,39600.7,39059.973,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,30075.246,3766,3766,3766,3766,3766
"2186_289.191_2.994",3766,3766,3766,7943.521,8280.029,8542.588,9038.944,10044.561,10840.714,9304.029,9471.696,9460.228,9599.461,8723.781,8682.053,8461.5625,7721.2495,6124.255,4165.2,7248.482,5920.704,5912.6646,5567.364,5644.0015,7045.3223,6164.533,6584.9756,8235.067,6569.961,7729.6406,6905.4014,9704.749,7601.332,10179.619,4170.6357,5478.0977,7152.916,6275.704,6115.5684,9372.534
"2187_176.071_2.991",3766,3766,3766,35282.086,34732.156,34412.062,34325.53,32439.227,36599.86,31175.672,33761.824,31216.5,29582.18,29585.441,34240.18,42603.133,32203.424,22976.387,19264.59,19215.78,17258.822,31003.24,7938.575,25937.357,24415.512,27433.766,31170.293,41547.934,34634.18,30893.443,37030.035,40377.625,32997.812,47246.746,24000.096,15589.28,35355.336,23681.145,12797.834,28822.55
"2188_181.134_2.985",3766,3766,3766,22408.398,8903.617,6750.6123,14521.567,7099.1787,10959.736,4842.11,7604.2236,5621.891,5562.1606,8463.16,19721.225,18115.906,9578.735,3962.1267,4230.3296,9723.635,15919.016,7754.6514,18693.033,12082.411,17466.86,13174.308,21731.969,18931.602,17460.273,16760.76,15457.779,16297.976,16743.102,21004.367,3766,10898.414,19991.562,16446.717,23215.791,32787.594
"2189_238.084_2.993",3766,3766,3766,17946.646,15995.913,12104.284,17697.473,13808.494,20013.639,9602.214,15125.853,10911.208,11978.0625,15116.402,18470.766,19860.805,17116.42,6998.0815,6721.8135,13820.095,16700.479,14489.9375,16564.207,13199.349,15188.737,13731.98,15197.54,20847.723,17323.22,15875.26,19427.766,19893.582,17506.113,26032.633,4392.8096,16202.42,18832.941,15286.402,18051.7,25182.812
"2190_160.076_2.994",3766,3766,3766,77243.055,80648.836,78721.055,82195.05,81860.71,99279.52,79583.09,87135.99,79746.1,82225.05,77588.516,82090.07,81252.03,77377.14,80360.016,78535.164,84043.64,87504.26,79678.11,88186.94,81530.52,85214.875,74489.53,86582.82,81101.59,79689.85,76727.27,77200.19,80761.164,72951.24,93464.12,72999.914,86421.016,76195.25,82721.88,102929.11,142725.39
"2191_216.102_2.994",3766,3766,3766,109843.5,112696,115513.43,119907.48,119459.234,131776.81,125981.695,117466.36,126248.914,127055.625,109797.13,113661.11,110852.38,105660.41,123831.12,127941.086,91257.57,91256.33,87219.92,87491.75,80777.15,92123.92,82104.48,91311.52,105926.01,108226.5,106722.555,104173.45,110200.85,100697.42,123235.836,115959.305,81898.02,104514.1,91445.96,91682.91,131527.42
"2192_206.129_2.986",3766,3766,3766,7217.7886,7127.159,6983.3037,7532.347,7347.948,9243.797,7369.6587,6699.9365,7701.703,7522.6123,6547.949,6732.5703,8324.004,4450.7417,6597.0127,7606.5464,11942.984,13959.598,8574.603,14994.015,11071.646,9461.314,8519.366,11077.244,7625.0645,6404.3794,6803.646,7786.833,6892.19,5615.3564,7708.1104,6019.721,11500.598,6514.497,13653.867,15386.349,22837.604
"2193_390.285_2.995",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,35989.742,40393.69,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,34453.89,3766,3766,3766,3766,3766
"2194_273.133_2.95",3766,3766,3766,5805.849,5953.068,4101.3745,4215.148,3766,7182.9126,3766,4162.007,3766,3766,4677.617,6013.7485,7246.785,4656.1035,3766,3766,9135.648,9321.156,5630.267,11230.543,7494.988,6465.6943,4879.6934,6819.3984,6973.6416,4606.623,6563.7007,6406.907,8078.6113,5592.446,9220.746,3766,9180.917,3766,8817.164,11947.355,13795.917
"2195_413.164_2.996",3766,3766,3766,14150.679,13395.131,12594.21,12989.058,13423.753,17921.455,10381.742,11699.091,8966.544,10486.973,12960.454,13685.771,14208.322,14547.535,8853.901,7361.7153,16743.758,13005.621,16274.892,8418.013,11286.943,15550.955,14233.0625,13723.093,14303.2,12310.829,14140.037,12787.931,15226.159,12231.57,16692.988,7252.606,8958.708,13585.278,13934.387,10866.9,16289.432
"2197_239.088_2.975",3766,3766,3766,11072.565,7381.8623,3766,7798.225,3766,6547.9683,3766,6104.0415,3766,3766,3766,24254.355,11281.0625,20274.307,3766,3766,26096.434,12767.705,28317.06,11629.764,34751.758,36845.043,18380.031,39991.688,24082.705,9819.846,10226.564,24999.906,26872.719,12508.83,26998.676,3766,12706.348,24295.523,47447.695,45400.55,12955.491
"2198_273.196_2.998",3766,3766,3766,26451.91,18173.852,19301.785,22928.139,18117.494,23534.482,16282.972,17382.057,15142.273,16325.763,17973.553,22702.104,23942.39,20853.562,13554.246,9698.952,24987.422,28616.205,23240.373,40483.45,23556.143,22577.082,21806.809,26114.193,20391.867,21951.934,20789.553,21856.834,22184.729,21020.213,22955.24,12375.719,31627.271,24859.75,24185.553,32778.883,60962.137
"2199_299.16_3",3766,3766,3766,29941.998,25265.25,23623.203,32000.984,24317.484,26546.568,18703.613,23870.777,19656.338,20054.479,23911.31,31401.535,32315.318,24714.82,4402.2334,3766,21772.38,9308.861,17930.455,3766,12872.803,18148.219,17148.361,12630.708,27516.117,26483.562,24418.12,26779.734,28851.285,25715.621,31737.662,3766,3766,26697.395,11769.843,3766,8375.056
"2202_436.29_2.989",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,30797.682,22460.232,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,65344.242,3766,3766,3766,3766,3766
"2204_483.2_3.003",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,37012.81,61983.816,24822.414,72084,46186.727,24939.242,19486.701,51518.934,3766,3766,3766,3766,3766,3766,3766,3766,63863.29,3766,45469.227,65911.09,109142.71
"2205_269.069_3.004",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,27139.186,37320.71,20643.035,42816.32,31549.541,23749.125,21049.873,31667.045,3766,3766,3766,3766,3766,3766,3766,3766,37327.406,3766,32175.785,38109.363,44157.32
"2206_231.113_3",3766,3766,3766,6400.844,6102.999,3934.3037,5351.3076,3882.4412,5445.4854,4244.4155,5173.5522,4870.3926,4965.4062,4795.7407,5515.923,49823.344,4338.2812,3766,3766,424625.94,521043.84,318544.88,555747.75,419717.47,329215.38,297493.34,456998.4,5450.32,4199.3477,5312.436,4538.269,52859.484,4352.873,59556.375,3766,482513.16,5367.8525,420233.25,498397.53,718769.8
"2207_253.095_3.008",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3882.4617,3766,3766,3766,524005.06,698789.4,407520.06,760853.75,578742,433755.78,370251.78,606521,3766,3766,3766,3766,3766,3766,5342.2275,3766,686843.5,3766,573483.2,718418.4,919584
"2210_304.202_3.005",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,192982.66,209893.86,147680.92,210431.02,174931.38,148480.52,142150.11,179339.98,3766,3766,3766,3766,3766,3766,3766,3766,189476.39,3766,175742.02,186947.83,227673.89
"2212_379.708_2.993",3766,3766,3766,3766,3766,3766,3766,3766,22166.19,3766,3766,10591.465,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,8098.8965,3766,3766,3766,3766,3766,3766,3766,3766,3766
"2213_187.087_3.005",3766,3766,3766,77108.94,75379.914,78262.32,80899.69,79858.55,94040.82,78334.61,78384.875,78063.305,80244.24,74507.93,78612.81,81558.79,73196.96,72076.586,76725.5,37880.02,56111.55,38065.26,84312.36,42968.11,34029.71,38510.58,48831.695,76801.78,76535.42,76586.78,74314.62,75669.11,70774.12,89173.94,68974.78,60638.617,75199.73,39191.332,60821.594,109448.59
"2214_232.116_2.991",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4048.018,3766,3766,3766,58117.082,71768.09,44623.4,78445.36,58136.195,45103.875,39794.344,63453.688,3766,3766,3766,3766,3766,3766,3766,3766,66467.836,3766,59236.285,65855.55,100767.125
"2215_299.161_3.036",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,19733.719,18397.135,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,17698.299,3766,3766,3766,3766,3766
"2217_240.138_3.008",3766,3766,3766,5761.374,9072.119,13525.924,19116.504,13813.652,13208.758,12091.275,10988.115,10472.745,12499.867,12179.564,11880.187,3766,11952.715,20213.09,20600.855,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,10564.111,3766,3766,6045.7114,3766,14311.019,3766,9013.063,3766,3766,3766
"2218_386.254_3.014",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,7617.8667,7633.1646,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,7437.3286,3766,3766,3766,3766,3766
"2219_469.149_3.015",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,5438.747,3766,8246.397,6459.2866,3766,3766,7992.763,3766,3766,3766,3766,3766,3766,3766,3766,8992.458,3766,4608.3545,7639.9004,14620.096
"2220_468.316_3.017",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,14156.884,14449.002,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,13802.396,3766,3766,3766,3766,3766
"2222_217.061_3.021",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,16355.275,29253.41,23764.71,37932.78,37168.727,19022.248,21239.012,46151.61,3766,3766,3766,3766,3766,3766,3766,3766,41556.1,3766,30341.2,37679.25,67012.086
"2223_239.043_3.022",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,20348.99,41862.984,32068.975,56662.945,52622.656,24639.441,25549.129,65759.87,3766,3766,3766,3766,3766,3766,3766,3766,63432.76,3766,45521.49,59818.805,91843.25
"2225_284.139_3.045",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4115.879,3766,3766,4970.457,3766,3766,3766,4170.134,3766,3766,3766,3766,21256.957,3766,4266.7617,10268.262,16034.3545
"2226_264.105_3.025",3766,3766,3766,23415.535,23876.527,24864.695,22909.57,25685.482,26205.336,26988.852,23391.514,25628.686,24585.965,21737.562,25413.348,23483.889,21023.217,24313.393,22707.197,25251.545,24209.977,23447.04,25385.469,22156.854,24472.834,20937.625,23989.238,21619.041,23306.438,20580.479,20576.129,22067.234,20094.041,24827.863,18316.67,25359.992,20047.695,25485.404,26540.734,39588.38
"2227_318.124_3.025",3766,3766,3766,343370.9,394458.62,442999.7,401252.8,453869.62,494785.22,507504.53,434060.97,491985.22,502437.1,411557.7,367033.28,346394.44,372427.5,611138.56,581034.7,231583.97,183476.16,278044.8,103665.734,212332.81,248558,255769,230810.17,358514.16,358184.56,367693.47,328333.06,373739.72,332501.94,378426.25,517232.03,149819.03,370820.12,196591.22,143188.62,219423.75
"2229_342.181_3.037",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,7754.1504,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3953.532,3766,4578.999,12342.6,3766,3766,3766,3766,3766,3766
"2230_207.124_3.027",28769.197,16835.318,26727.5,33382.844,30226.594,31692.066,27561.035,31259.87,32679.596,28006.924,30657.994,28225.938,26555.988,32746.691,30137.717,35443.305,32259.494,14668.964,8442.397,35530.168,37496.72,36162.223,33964.29,35793.426,35266.79,33867.44,34698.277,37013.55,32038.504,30459.002,32844.598,32717.027,35673.902,35184.863,6031.0044,38887.824,33880.805,34529.605,38892.727,32277.693
"2231_331.209_3.027",7368.372,4283.273,6202.3057,25637.662,23671.809,22677.88,23030.209,27721.404,27477.984,18102.098,22622.871,21546.604,22603.562,25173.627,37819.727,26764.203,27267.232,15550.172,18479.693,24137.922,25680.674,21661.95,28139.477,23846.973,27521.355,21977.168,28208.531,24122.738,24577.424,27069.533,23414.625,29197.48,24589.852,23714.61,14437.259,27712.113,24565.709,26048.918,29579.367,36845.47
"2232_332.243_3.027",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,54985.656,61367.836,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,48749.055,3766,3766,3766,3766,3766
"2233_376.269_3.027",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,111011.72,89152.945,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,108424.94,3766,3766,3766,3766,3766
"2235_201.102_3.015",3766,3766,3766,7002.72,8078.847,7639.4307,7293.5347,7678.5415,9483.9375,14159.867,7701.3457,3766,8722.206,7450.085,15089.422,9007.123,6317.6396,12511,7251.6753,17615.885,30656.582,12607.436,65087.332,23143.355,16124.813,12187.678,22297.639,8538.505,14988.916,7441.8154,7583.9663,8081.378,7462.9277,10485.388,12491.928,46557.594,7444.921,27183.389,57775.92,76187.56
"2237_175.087_3.039",3766,3766,3766,18093.342,17256.566,18399.385,19215.684,18652.277,22509.14,16389.639,16809.973,17277.637,17500.574,17020.002,19522.154,18464.45,17560.244,15397.972,16544.697,14384.655,12061.293,11598.699,19395.402,14929.659,9755.989,9953.462,16391.633,18525.197,17071.447,16724.771,17165.363,20286.047,16462.143,21779.312,13895.005,13452.553,17287.168,15132.566,13376.636,25501.422
"2238_293.164_3.03",3766,3766,3766,47420.297,46216.46,48902.484,50789.42,50942.895,59910.887,48097.39,49385.914,50945.81,48798.625,48302.29,49346.527,49515.81,44806.168,39773.78,36663.2,3766,10965.511,3766,26347.422,4066.453,3766,3766,4794.6104,46863.355,47312.18,46085.227,44163.402,46410.04,43466.395,53279.703,38613.195,11469.089,46342.06,3766,12256.211,26516.322
"2239_622.323_3.031",3766,3766,3766,18205.94,27841.623,27854.012,31557.73,27797.42,32844.94,23579.117,32043.418,21368.623,24365.68,25979.053,22402.838,26881.666,26271.361,30450.92,27282.842,3766,3766,3766,3766,3766,3766,3766,3766,22224.068,27386.248,24564.287,24659.404,23622.223,21111.514,39123.15,30627.486,3766,23556.896,3766,3766,3766
"2240_277.095_3.032",3766,3766,3766,28753.111,22326.559,14937.298,21555.43,17995.516,25871.227,9560.088,18419.207,11478.547,11635.009,21772.127,25499.883,33254.47,23549.248,4625.7866,3766,17875.342,20158.596,16827.732,23213.656,18737.523,17646.639,15456.974,21281.746,30105.445,24086.553,23658.287,28284.762,30861.797,25199.885,35406.28,3766,21725.139,27679.797,21939.594,27835.463,38728.094
"2241_255.113_3.032",3766,3766,3766,41375.15,40945.992,40064.684,40543.293,42976.008,40963.625,46633.8,40783.953,50182.66,46984.64,38943.55,39306.688,41224.78,35869.36,47003.19,43969.26,33302.406,31720.93,30311.896,31395.572,27247.482,32904.594,29065.34,29628.67,35769.918,34555.676,36666.61,36093.406,34842.44,34673.62,45103.27,53194.33,30194.291,36518.54,31850.186,33349.53,43927.645
"2242_316.166_3.034",3766,3766,3766,35306.023,35839.26,35470.742,36060.312,37852.86,45792.53,34253.656,36987.883,34293.59,38225.203,38320.734,36332.992,39112.42,33766.36,32095.287,31708.404,36337.57,46640.113,37237.42,55262.945,40654.31,38102.145,34279.38,34218.92,37203.67,35655.06,35374.08,34814.035,38276.793,35278.46,42344.613,30563.584,50344.824,37315.742,44834.996,56533.766,83707.28
"2243_225.1_3.032",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,5206.1025,3766,3766,3766,34786.66,52385.742,27289.44,64722.812,41173.492,29717.668,25239.006,42587.93,4373.7993,3766,3766,3876.354,4454.5293,3766,7038.188,3766,59045.027,3766,42693.215,65073.22,92697.51
"2245_276.207_3.03",3766,3766,3766,6843.937,5686.7505,5537.2593,5742.907,5478.2295,5874.604,5714.7524,6007.386,4881.3433,4765.975,4620.4507,5712.047,7863.4204,5235.389,3766,3766,49924.426,60927.12,37378.754,73724.4,50546.324,40299.65,36755.965,52601.52,6722.7173,6202.3955,4892.064,5472.487,6833.102,5096.715,10889.743,4114.3257,65068.55,4744.313,53287.715,69596.19,96517.84
"2247_203.118_3.03",3766,3766,3766,7301.5557,4955.309,4714.025,5905.987,6047.1255,7536.9766,5345.405,5315.856,4513.422,4799.047,5886.251,7131.149,9802.153,5856.7603,3999.9946,4085.6667,56433.195,74472.62,44313.105,89527.9,60220.35,47092.895,41206.395,61645.285,7972.0015,6484.536,4677.149,6054.3438,7892.717,5501.326,11467.027,4131.8945,78598.8,6522.0005,63751.12,84837.555,123899.38
"2248_215.118_3.036",3766,3766,3766,32727.443,26208.291,24298.742,29251.197,25508.361,34207.402,23555.346,25312.375,24907.07,25026.125,26370.49,30031.236,36169.21,28772.63,19971.025,20998.582,28889.086,38673.047,27758.443,43161.26,32614.61,29977.8,25584.432,34397.105,34263.914,30199.467,26640.795,31327.613,34093.04,29512.783,42803.348,15718.106,40714.76,33005.74,35812.82,47042.53,61005.684
"2249_234.185_3.039",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,11945.958,13523.374,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,12317.576,3766,3766,3766,3766,3766
"2250_252.134_3.045",3766,3766,3766,15607.135,15188.533,15508.452,16854.56,15532.964,17847.098,14011.01,14693.571,13379.36,14726.873,14859.802,16476.436,17736.443,14639.688,15627.727,15236.734,16414.49,14809.58,14506.073,13405.8955,14918.306,14985.848,13306.861,21012.139,16124.921,15169.099,15481.482,15554.645,16239.279,14363.87,17592.068,14645.232,13995.031,14118.684,14830.65,12547.515,20728.627
"2251_321.13_3.039",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,27911.523,25768.89,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,28858.432,3766,3766,3766,3766,3766
"2252_372.238_3.039",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,9850.883,9452.07,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,12233.689,3766,3766,3766,3766,3766
"2253_175.087_3.039",3766,3766,3766,16620.014,15780.55,17102.518,18305.334,17006.262,21174.004,14744.362,14774.711,16128.704,16033.125,15539.381,18762.201,15778.508,16385.22,13606.111,15871.776,13185.984,17864.057,10931.76,18040.863,8578.616,8681.885,9953.462,10287.177,17570.973,16451.041,13942.54,15418.723,18790.604,14801.328,20714.133,12297.258,16992.703,15976.41,22049.262,17405.777,23644.172
